epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,36.8557,3.64699,6.85223,0.03439,0,0,0,0,3.1184,4.28838,0.05217,0.000435,0.000145,0.000435,0.000145,0.000435,0.000145,0.000435,0.000145
2,47.6663,3.03859,6.26105,0.02601,0.01136,0.00031,0.00571,0.00228,2.54655,4.18941,0.03634,0.000876238,0.00029208,0.000876238,0.00029208,0.000876238,0.00029208,0.000876238,0.00029208
3,55.7463,2.48749,5.80893,0.0194,0.00961,0.10931,0.0093,0.00352,2.30749,4.08357,0.02993,0.00130857,0.000436189,0.00130857,0.000436189,0.00130857,0.000436189,0.00130857,0.000436189
4,63.5488,2.19162,5.39185,0.01609,0.00606,0.27628,0.01425,0.00522,2.12253,3.83468,0.02621,0.00145545,0.00048515,0.00145545,0.00048515,0.00145545,0.00048515,0.00145545,0.00048515
5,71.3674,2.04035,4.8341,0.01468,0.92105,0.02166,0.03116,0.01248,2.03821,3.60867,0.02573,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802
6,79.1791,1.9527,4.53385,0.01356,0.92503,0.02349,0.04675,0.02278,1.97309,3.64073,0.02627,0.00142575,0.00047525,0.00142575,0.00047525,0.00142575,0.00047525,0.00142575,0.00047525
7,87.1127,1.91293,4.3413,0.01388,0.87582,0.05889,0.06115,0.03432,1.8201,3.33572,0.02424,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703
8,95.1196,1.8364,4.17089,0.01266,0.86467,0.07176,0.0708,0.03836,1.82651,3.30706,0.0247,0.00139605,0.00046535,0.00139605,0.00046535,0.00139605,0.00046535,0.00139605,0.00046535
9,103.321,1.81451,3.91368,0.01275,0.86086,0.07646,0.08678,0.05221,1.73427,3.19159,0.02149,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604
10,111.679,1.76902,3.90431,0.01221,0.87276,0.07663,0.10517,0.06337,1.71264,3.07389,0.02149,0.00136635,0.00045545,0.00136635,0.00045545,0.00136635,0.00045545,0.00136635,0.00045545
11,120.038,1.74805,3.82983,0.0116,0.8838,0.08068,0.12286,0.07163,1.68504,2.96058,0.02027,0.0013515,0.0004505,0.0013515,0.0004505,0.0013515,0.0004505,0.0013515,0.0004505
12,128.146,1.71471,3.73555,0.0115,0.83697,0.11917,0.13479,0.07831,1.67273,2.86406,0.01971,0.00133665,0.00044555,0.00133665,0.00044555,0.00133665,0.00044555,0.00133665,0.00044555
13,135.893,1.71348,3.66351,0.01136,0.79161,0.12081,0.1427,0.08385,1.63669,2.78845,0.01962,0.0013218,0.0004406,0.0013218,0.0004406,0.0013218,0.0004406,0.0013218,0.0004406
14,143.93,1.69571,3.55171,0.01093,0.69705,0.13445,0.14083,0.08394,1.61543,2.75255,0.0195,0.00130695,0.00043565,0.00130695,0.00043565,0.00130695,0.00043565,0.00130695,0.00043565
15,152.221,1.68317,3.48377,0.01057,0.62579,0.1522,0.14469,0.0851,1.64251,2.69989,0.01923,0.0012921,0.0004307,0.0012921,0.0004307,0.0012921,0.0004307,0.0012921,0.0004307
16,160.338,1.6822,3.47808,0.01082,0.62692,0.15176,0.1635,0.09198,1.60945,2.63265,0.01864,0.00127725,0.00042575,0.00127725,0.00042575,0.00127725,0.00042575,0.00127725,0.00042575
17,168.227,1.6456,3.42419,0.01055,0.66452,0.1604,0.17803,0.10228,1.5886,2.59956,0.01847,0.0012624,0.0004208,0.0012624,0.0004208,0.0012624,0.0004208,0.0012624,0.0004208
18,176.694,1.65669,3.33039,0.01015,0.65608,0.16517,0.19004,0.11308,1.57177,2.56767,0.01802,0.00124755,0.00041585,0.00124755,0.00041585,0.00124755,0.00041585,0.00124755,0.00041585
19,184.719,1.65575,3.35791,0.01017,0.65021,0.169,0.19202,0.11116,1.60852,2.55355,0.01795,0.0012327,0.0004109,0.0012327,0.0004109,0.0012327,0.0004109,0.0012327,0.0004109
20,192.709,1.63962,3.36701,0.01029,0.66026,0.17419,0.20356,0.11759,1.59025,2.54091,0.01817,0.00121785,0.00040595,0.00121785,0.00040595,0.00121785,0.00040595,0.00121785,0.00040595
21,200.755,1.63488,3.37547,0.01027,0.66755,0.16854,0.21186,0.1262,1.57771,2.53306,0.0181,0.001203,0.000401,0.001203,0.000401,0.001203,0.000401,0.001203,0.000401
22,208.806,1.6206,3.3029,0.00994,0.65617,0.18258,0.21472,0.12655,1.58537,2.52696,0.01777,0.00118815,0.00039605,0.00118815,0.00039605,0.00118815,0.00039605,0.00118815,0.00039605
23,216.749,1.62719,3.22191,0.00977,0.68021,0.17547,0.22534,0.13104,1.59085,2.51455,0.01788,0.0011733,0.0003911,0.0011733,0.0003911,0.0011733,0.0003911,0.0011733,0.0003911
24,224.806,1.63071,3.20861,0.00972,0.69159,0.18521,0.2273,0.1316,1.56823,2.48604,0.01695,0.00115845,0.00038615,0.00115845,0.00038615,0.00115845,0.00038615,0.00115845,0.00038615
25,233.149,1.59905,3.13491,0.00999,0.68516,0.19465,0.23507,0.13692,1.57296,2.51237,0.01726,0.0011436,0.0003812,0.0011436,0.0003812,0.0011436,0.0003812,0.0011436,0.0003812
26,241.493,1.60772,3.11497,0.00999,0.69449,0.21062,0.23745,0.13833,1.59361,2.49608,0.01789,0.00112875,0.00037625,0.00112875,0.00037625,0.00112875,0.00037625,0.00112875,0.00037625
27,249.38,1.60763,3.09345,0.0098,0.68687,0.19883,0.24549,0.14422,1.57711,2.46883,0.01725,0.0011139,0.0003713,0.0011139,0.0003713,0.0011139,0.0003713,0.0011139,0.0003713
28,257.084,1.60402,3.06611,0.01,0.68826,0.20447,0.25318,0.14827,1.60851,2.45793,0.01733,0.00109905,0.00036635,0.00109905,0.00036635,0.00109905,0.00036635,0.00109905,0.00036635
29,264.937,1.59181,3.04259,0.00975,0.71641,0.20664,0.25595,0.15404,1.5821,2.42405,0.01726,0.0010842,0.0003614,0.0010842,0.0003614,0.0010842,0.0003614,0.0010842,0.0003614
