epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,14.5771,0,224.216,0,0,0,0,0,0,220.5,0,0.00174,0.00058,0.00174,0.00058,0.00174,0.00058,0.00174,0.00058
2,21.0933,0,114.719,0,0,0,0,0,0,46.1146,0,0.00350464,0.00116821,0.00350464,0.00116821,0.00350464,0.00116821,0.00350464,0.00116821
3,25.2166,0,36.556,0,0,0,0,0,0,7.09896,0,0.00523331,0.00174444,0.00523331,0.00174444,0.00523331,0.00174444,0.00523331,0.00174444
4,29.1573,0,5.39815,0,0,0,0,0,0,0,0,0.00582018,0.00194006,0.00582018,0.00194006,0.00582018,0.00194006,0.00582018,0.00194006
5,33.0108,0,0.25341,0,0,0,0,0,0,0,0,0.00576024,0.00192008,0.00576024,0.00192008,0.00576024,0.00192008,0.00576024,0.00192008
6,36.956,0,0.00261,0,0,0,0,0,0,0,0,0.0057003,0.0019001,0.0057003,0.0019001,0.0057003,0.0019001,0.0057003,0.0019001
7,40.9468,0,0,0,0,0,0,0,0,0,0,0.00564036,0.00188012,0.00564036,0.00188012,0.00564036,0.00188012,0.00564036,0.00188012
8,44.8671,0,0,0,0,0,0,0,0,0,0,0.00558042,0.00186014,0.00558042,0.00186014,0.00558042,0.00186014,0.00558042,0.00186014
9,49.005,0,0,0,0,0,0,0,0,0,0,0.00552048,0.00184016,0.00552048,0.00184016,0.00552048,0.00184016,0.00552048,0.00184016
10,53.0209,0,0,0,0,0,0,0,0,0,0,0.00546054,0.00182018,0.00546054,0.00182018,0.00546054,0.00182018,0.00546054,0.00182018
11,58.4494,0,0,0,0,0,0,0,0,0,0,0.0054006,0.0018002,0.0054006,0.0018002,0.0054006,0.0018002,0.0054006,0.0018002
12,62.8195,0,0,0,0,0,0,0,0,0,0,0.00534066,0.00178022,0.00534066,0.00178022,0.00534066,0.00178022,0.00534066,0.00178022
13,66.8851,0,0,0,0,0,0,0,0,0,0,0.00528072,0.00176024,0.00528072,0.00176024,0.00528072,0.00176024,0.00528072,0.00176024
14,70.7922,0,0,0,0,0,0,0,0,0,0,0.00522078,0.00174026,0.00522078,0.00174026,0.00522078,0.00174026,0.00522078,0.00174026
15,74.7718,0,0,0,0,0,0,0,0,0,0,0.00516084,0.00172028,0.00516084,0.00172028,0.00516084,0.00172028,0.00516084,0.00172028
16,78.7623,0,0,0,0,0,0,0,0,0,0,0.0051009,0.0017003,0.0051009,0.0017003,0.0051009,0.0017003,0.0051009,0.0017003
17,82.7302,0,0,0,0,0,0,0,0,0,0,0.00504096,0.00168032,0.00504096,0.00168032,0.00504096,0.00168032,0.00504096,0.00168032
18,86.6568,0,0,0,0,0,0,0,0,0,0,0.00498102,0.00166034,0.00498102,0.00166034,0.00498102,0.00166034,0.00498102,0.00166034
19,90.7036,0,0,0,0,0,0,0,0,0,0,0.00492108,0.00164036,0.00492108,0.00164036,0.00492108,0.00164036,0.00492108,0.00164036
20,94.6043,0,0,0,0,0,0,0,0,0,0,0.00486114,0.00162038,0.00486114,0.00162038,0.00486114,0.00162038,0.00486114,0.00162038
21,99.7413,0,0,0,0,0,0,0,0,0,0,0.0048012,0.0016004,0.0048012,0.0016004,0.0048012,0.0016004,0.0048012,0.0016004
22,103.883,0,0,0,0,0,0,0,0,0,0,0.00474126,0.00158042,0.00474126,0.00158042,0.00474126,0.00158042,0.00474126,0.00158042
23,107.784,0,0,0,0,0,0,0,0,0,0,0.00468132,0.00156044,0.00468132,0.00156044,0.00468132,0.00156044,0.00468132,0.00156044
24,111.783,0,0,0,0,0,0,0,0,0,0,0.00462138,0.00154046,0.00462138,0.00154046,0.00462138,0.00154046,0.00462138,0.00154046
25,115.73,0,0,0,0,0,0,0,0,0,0,0.00456144,0.00152048,0.00456144,0.00152048,0.00456144,0.00152048,0.00456144,0.00152048
26,119.791,0,0,0,0,0,0,0,0,0,0,0.0045015,0.0015005,0.0045015,0.0015005,0.0045015,0.0015005,0.0045015,0.0015005
27,123.787,0,0,0,0,0,0,0,0,0,0,0.00444156,0.00148052,0.00444156,0.00148052,0.00444156,0.00148052,0.00444156,0.00148052
28,127.686,0,0,0,0,0,0,0,0,0,0,0.00438162,0.00146054,0.00438162,0.00146054,0.00438162,0.00146054,0.00438162,0.00146054
29,133.108,0,0,0,0,0,0,0,0,0,0,0.00432168,0.00144056,0.00432168,0.00144056,0.00432168,0.00144056,0.00432168,0.00144056
30,137.123,0,0,0,0,0,0,0,0,0,0,0.00426174,0.00142058,0.00426174,0.00142058,0.00426174,0.00142058,0.00426174,0.00142058
31,141.104,0,0,0,0,0,0,0,0,0,0,0.0042018,0.0014006,0.0042018,0.0014006,0.0042018,0.0014006,0.0042018,0.0014006
32,145.01,0,0,0,0,0,0,0,0,0,0,0.00414186,0.00138062,0.00414186,0.00138062,0.00414186,0.00138062,0.00414186,0.00138062
33,148.972,0,0,0,0,0,0,0,0,0,0,0.00408192,0.00136064,0.00408192,0.00136064,0.00408192,0.00136064,0.00408192,0.00136064
34,152.912,0,0,0,0,0,0,0,0,0,0,0.00402198,0.00134066,0.00402198,0.00134066,0.00402198,0.00134066,0.00402198,0.00134066
35,157.069,0,0,0,0,0,0,0,0,0,0,0.00396204,0.00132068,0.00396204,0.00132068,0.00396204,0.00132068,0.00396204,0.00132068
36,161.03,0,0,0,0,0,0,0,0,0,0,0.0039021,0.0013007,0.0039021,0.0013007,0.0039021,0.0013007,0.0039021,0.0013007
37,165.049,0,0,0,0,0,0,0,0,0,0,0.00384216,0.00128072,0.00384216,0.00128072,0.00384216,0.00128072,0.00384216,0.00128072
38,169.137,0,0,0,0,0,0,0,0,0,0,0.00378222,0.00126074,0.00378222,0.00126074,0.00378222,0.00126074,0.00378222,0.00126074
39,173.177,0,0,0,0,0,0,0,0,0,0,0.00372228,0.00124076,0.00372228,0.00124076,0.00372228,0.00124076,0.00372228,0.00124076
40,177.301,0,0,0,0,0,0,0,0,0,0,0.00366234,0.00122078,0.00366234,0.00122078,0.00366234,0.00122078,0.00366234,0.00122078
41,181.365,0,0,0,0,0,0,0,0,0,0,0.0036024,0.0012008,0.0036024,0.0012008,0.0036024,0.0012008,0.0036024,0.0012008
42,185.36,0,0,0,0,0,0,0,0,0,0,0.00354246,0.00118082,0.00354246,0.00118082,0.00354246,0.00118082,0.00354246,0.00118082
43,189.392,0,0,0,0,0,0,0,0,0,0,0.00348252,0.00116084,0.00348252,0.00116084,0.00348252,0.00116084,0.00348252,0.00116084
44,193.393,0,0,0,0,0,0,0,0,0,0,0.00342258,0.00114086,0.00342258,0.00114086,0.00342258,0.00114086,0.00342258,0.00114086
45,197.612,0,0,0,0,0,0,0,0,0,0,0.00336264,0.00112088,0.00336264,0.00112088,0.00336264,0.00112088,0.00336264,0.00112088
46,201.558,0,0,0,0,0,0,0,0,0,0,0.0033027,0.0011009,0.0033027,0.0011009,0.0033027,0.0011009,0.0033027,0.0011009
