epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,43.3638,3.33584,13.3302,0.03087,0.00108,0.04498,0.00069,0.00017,3.61658,3.89682,0.07218,0.000495726,0.000165242,0.000495726,0.000165242,0.000495726,0.000165242,0.000495726,0.000165242
2,66.0348,2.66563,11.2531,0.02201,0.00361,0.13712,0.00809,0.00308,2.41212,3.60959,0.04062,0.000985869,0.000328623,0.000985869,0.000328623,0.000985869,0.000328623,0.000985869,0.000328623
3,86.2468,2.23963,10.0203,0.01727,0.00312,0.15264,0.0097,0.00388,2.20369,3.32581,0.03642,0.00146611,0.000488704,0.00146611,0.000488704,0.00146611,0.000488704,0.00146611,0.000488704
4,105.895,2.03004,9.41505,0.01522,0.94993,0.01307,0.01252,0.00505,1.95905,3.10436,0.03238,0.00145545,0.00048515,0.00145545,0.00048515,0.00145545,0.00048515,0.00145545,0.00048515
5,125.223,1.94907,8.66969,0.01435,0.94869,0.01619,0.01626,0.00644,1.93403,3.10641,0.03088,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802
6,145.187,1.86209,8.59805,0.01314,0.94801,0.02901,0.04258,0.01963,1.85053,2.90879,0.02997,0.00142575,0.00047525,0.00142575,0.00047525,0.00142575,0.00047525,0.00142575,0.00047525
7,165.466,1.78103,7.94436,0.01273,0.948,0.0389,0.05609,0.02743,1.77582,2.84765,0.02717,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703
8,185.426,1.79114,7.96123,0.01264,0.92673,0.05524,0.05888,0.02999,1.6845,2.7658,0.02669,0.00139605,0.00046535,0.00139605,0.00046535,0.00139605,0.00046535,0.00139605,0.00046535
9,205.294,1.71699,7.52015,0.01177,0.93076,0.05462,0.064,0.03241,1.6798,2.7266,0.02588,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604
10,224.805,1.71374,7.33204,0.01182,0.92839,0.06552,0.07193,0.03546,1.61399,2.6727,0.02498,0.00136635,0.00045545,0.00136635,0.00045545,0.00136635,0.00045545,0.00136635,0.00045545
11,244.985,1.68126,6.98568,0.01123,0.93233,0.06948,0.07403,0.03538,1.62767,2.68822,0.02429,0.0013515,0.0004505,0.0013515,0.0004505,0.0013515,0.0004505,0.0013515,0.0004505
12,265.025,1.65326,6.88931,0.01093,0.92675,0.0697,0.07394,0.03954,1.61603,2.64832,0.02418,0.00133665,0.00044555,0.00133665,0.00044555,0.00133665,0.00044555,0.00133665,0.00044555
13,284.735,1.62928,6.57297,0.01056,0.93169,0.06455,0.06699,0.03682,1.55331,2.65828,0.02307,0.0013218,0.0004406,0.0013218,0.0004406,0.0013218,0.0004406,0.0013218,0.0004406
14,304.596,1.61847,6.49385,0.01043,0.79841,0.07298,0.07295,0.03778,1.5525,2.59278,0.02265,0.00130695,0.00043565,0.00130695,0.00043565,0.00130695,0.00043565,0.00130695,0.00043565
15,324.21,1.62927,6.14253,0.01013,0.86534,0.07446,0.07742,0.03958,1.53112,2.63439,0.02239,0.0012921,0.0004307,0.0012921,0.0004307,0.0012921,0.0004307,0.0012921,0.0004307
16,343.463,1.60452,6.2074,0.01031,0.80287,0.07454,0.0812,0.0439,1.49864,2.58658,0.02198,0.00127725,0.00042575,0.00127725,0.00042575,0.00127725,0.00042575,0.00127725,0.00042575
17,363.286,1.60025,5.95448,0.01018,0.74002,0.07423,0.08242,0.04352,1.52614,2.58694,0.02196,0.0012624,0.0004208,0.0012624,0.0004208,0.0012624,0.0004208,0.0012624,0.0004208
18,382.882,1.56973,5.58108,0.01006,0.73921,0.07538,0.08682,0.04792,1.49779,2.56708,0.02174,0.00124755,0.00041585,0.00124755,0.00041585,0.00124755,0.00041585,0.00124755,0.00041585
19,402.619,1.57539,5.93227,0.01007,0.74247,0.078,0.08806,0.04634,1.51939,2.56963,0.02182,0.0012327,0.0004109,0.0012327,0.0004109,0.0012327,0.0004109,0.0012327,0.0004109
20,422.873,1.58261,5.55244,0.00983,0.74428,0.06794,0.0843,0.04647,1.50292,2.56226,0.02111,0.00121785,0.00040595,0.00121785,0.00040595,0.00121785,0.00040595,0.00121785,0.00040595
21,442.388,1.56725,5.38281,0.00999,0.63104,0.08472,0.08602,0.04615,1.48405,2.54968,0.0208,0.001203,0.000401,0.001203,0.000401,0.001203,0.000401,0.001203,0.000401
22,462.008,1.55032,5.41844,0.00983,0.46152,0.11456,0.09665,0.05358,1.49931,2.47699,0.02125,0.00118815,0.00039605,0.00118815,0.00039605,0.00118815,0.00039605,0.00118815,0.00039605
23,482.402,1.58312,5.14913,0.01026,0.43855,0.13237,0.09464,0.05149,1.47639,2.47569,0.0211,0.0011733,0.0003911,0.0011733,0.0003911,0.0011733,0.0003911,0.0011733,0.0003911
24,502.537,1.54182,5.12266,0.00981,0.58731,0.09581,0.09735,0.05577,1.47899,2.45102,0.02098,0.00115845,0.00038615,0.00115845,0.00038615,0.00115845,0.00038615,0.00115845,0.00038615
25,523.255,1.55866,4.99846,0.00971,0.50336,0.11609,0.09804,0.0557,1.47374,2.44713,0.02115,0.0011436,0.0003812,0.0011436,0.0003812,0.0011436,0.0003812,0.0011436,0.0003812
26,543.217,1.54041,4.63529,0.00942,0.3159,0.11498,0.09767,0.05518,1.47994,2.4698,0.02055,0.00112875,0.00037625,0.00112875,0.00037625,0.00112875,0.00037625,0.00112875,0.00037625
27,563.128,1.54745,4.63791,0.00939,0.31711,0.13202,0.09778,0.054,1.48909,2.47423,0.02075,0.0011139,0.0003713,0.0011139,0.0003713,0.0011139,0.0003713,0.0011139,0.0003713
28,583.497,1.542,4.60057,0.00925,0.31709,0.13351,0.10047,0.05651,1.48881,2.44201,0.02054,0.00109905,0.00036635,0.00109905,0.00036635,0.00109905,0.00036635,0.00109905,0.00036635
29,603.806,1.56968,4.4253,0.00967,0.31905,0.11599,0.10215,0.0586,1.46004,2.44352,0.02044,0.0010842,0.0003614,0.0010842,0.0003614,0.0010842,0.0003614,0.0010842,0.0003614
30,623.886,1.54383,4.33217,0.00964,0.31915,0.12047,0.10189,0.05665,1.51358,2.46879,0.02028,0.00106935,0.00035645,0.00106935,0.00035645,0.00106935,0.00035645,0.00106935,0.00035645
31,643.914,1.52668,4.14954,0.00926,0.32681,0.11516,0.11661,0.07014,1.5159,2.43635,0.02009,0.0010545,0.0003515,0.0010545,0.0003515,0.0010545,0.0003515,0.0010545,0.0003515
32,664.173,1.56702,4.17247,0.00959,0.33429,0.12128,0.10601,0.0603,1.49759,2.38882,0.0202,0.00103965,0.00034655,0.00103965,0.00034655,0.00103965,0.00034655,0.00103965,0.00034655
33,683.847,1.55454,4.13082,0.00941,0.33704,0.11986,0.10974,0.05795,1.54747,2.47413,0.02041,0.0010248,0.0003416,0.0010248,0.0003416,0.0010248,0.0003416,0.0010248,0.0003416
34,703.445,1.53768,4.01057,0.00931,0.3986,0.11867,0.12199,0.06757,1.53496,2.42164,0.02057,0.00100995,0.00033665,0.00100995,0.00033665,0.00100995,0.00033665,0.00100995,0.00033665
35,723.338,1.53964,3.99636,0.00913,0.40559,0.12849,0.12173,0.06645,1.50696,2.42674,0.02077,0.0009951,0.0003317,0.0009951,0.0003317,0.0009951,0.0003317,0.0009951,0.0003317
36,743.364,1.54868,3.90477,0.00948,0.34529,0.13534,0.12032,0.06542,1.52329,2.37424,0.02061,0.00098025,0.00032675,0.00098025,0.00032675,0.00098025,0.00032675,0.00098025,0.00032675
37,763.108,1.52614,3.80342,0.00901,0.33916,0.13254,0.11535,0.06421,1.5203,2.44526,0.02053,0.0009654,0.0003218,0.0009654,0.0003218,0.0009654,0.0003218,0.0009654,0.0003218
38,783.554,1.55138,3.79338,0.00922,0.33815,0.15386,0.12016,0.06599,1.51523,2.39744,0.01998,0.00095055,0.00031685,0.00095055,0.00031685,0.00095055,0.00031685,0.00095055,0.00031685
39,803.643,1.52484,3.71355,0.0087,0.33267,0.15494,0.11626,0.06261,1.50986,2.40891,0.01968,0.0009357,0.0003119,0.0009357,0.0003119,0.0009357,0.0003119,0.0009357,0.0003119
40,823.554,1.53842,3.5212,0.00894,0.33711,0.15417,0.12716,0.06858,1.54374,2.39158,0.01975,0.00092085,0.00030695,0.00092085,0.00030695,0.00092085,0.00030695,0.00092085,0.00030695
41,843.78,1.53732,3.50473,0.00912,0.33663,0.16529,0.12731,0.06803,1.56715,2.3862,0.02021,0.000906,0.000302,0.000906,0.000302,0.000906,0.000302,0.000906,0.000302
42,863.782,1.51532,3.42232,0.00911,0.40113,0.17307,0.12694,0.06948,1.54247,2.36503,0.02005,0.00089115,0.00029705,0.00089115,0.00029705,0.00089115,0.00029705,0.00089115,0.00029705
43,884.265,1.5085,3.31813,0.00857,0.46295,0.16317,0.13305,0.07038,1.5627,2.44627,0.02001,0.0008763,0.0002921,0.0008763,0.0002921,0.0008763,0.0002921,0.0008763,0.0002921
44,904.52,1.52886,3.3186,0.00862,0.4181,0.15868,0.13359,0.07046,1.54132,2.34436,0.0199,0.00086145,0.00028715,0.00086145,0.00028715,0.00086145,0.00028715,0.00086145,0.00028715
45,924.905,1.52965,3.34263,0.00889,0.29754,0.14907,0.13328,0.07114,1.56611,2.35532,0.02018,0.0008466,0.0002822,0.0008466,0.0002822,0.0008466,0.0002822,0.0008466,0.0002822
46,945.204,1.5201,3.24635,0.00899,0.3507,0.14933,0.13276,0.0698,1.57859,2.35216,0.01994,0.00083175,0.00027725,0.00083175,0.00027725,0.00083175,0.00027725,0.00083175,0.00027725
47,965.671,1.54121,3.08689,0.00884,0.35576,0.16763,0.13552,0.0709,1.56582,2.33176,0.02035,0.0008169,0.0002723,0.0008169,0.0002723,0.0008169,0.0002723,0.0008169,0.0002723
48,985.732,1.5321,3.12597,0.00909,0.46022,0.16929,0.13982,0.07453,1.57098,2.33076,0.01991,0.00080205,0.00026735,0.00080205,0.00026735,0.00080205,0.00026735,0.00080205,0.00026735
49,1005.9,1.51569,3.00436,0.00875,0.43208,0.15549,0.14215,0.07637,1.59222,2.34895,0.02022,0.0007872,0.0002624,0.0007872,0.0002624,0.0007872,0.0002624,0.0007872,0.0002624
50,1025.81,1.5371,3.09257,0.00892,0.42912,0.18632,0.1531,0.08488,1.57658,2.30638,0.01976,0.00077235,0.00025745,0.00077235,0.00025745,0.00077235,0.00025745,0.00077235,0.00025745
51,1045.92,1.51112,2.96917,0.00874,0.4784,0.16429,0.15759,0.08536,1.56677,2.29296,0.01983,0.0007575,0.0002525,0.0007575,0.0002525,0.0007575,0.0002525,0.0007575,0.0002525
52,1066.48,1.51368,2.9503,0.00874,0.43931,0.1797,0.15323,0.07916,1.62984,2.31729,0.0201,0.00074265,0.00024755,0.00074265,0.00024755,0.00074265,0.00024755,0.00074265,0.00024755
