epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,38.1572,3.36387,6.97803,0.03381,0,0,0,0,4.09781,4.32946,0.08703,0.000435,0.000145,0.000435,0.000145,0.000435,0.000145,0.000435,0.000145
2,48.5886,2.8787,6.36303,0.02653,0.03646,0.00098,0.01841,0.00446,2.81288,4.15214,0.04973,0.000876238,0.00029208,0.000876238,0.00029208,0.000876238,0.00029208,0.000876238,0.00029208
3,56.6436,2.4066,5.96172,0.02073,0.00651,0.06597,0.00642,0.00242,2.3047,4.02879,0.03488,0.00130857,0.000436189,0.00130857,0.000436189,0.00130857,0.000436189,0.00130857,0.000436189
4,64.7126,2.07591,5.47323,0.01644,0.0048,0.19375,0.01177,0.00471,2.10554,3.56997,0.03063,0.00145545,0.00048515,0.00145545,0.00048515,0.00145545,0.00048515,0.00145545,0.00048515
5,72.8417,1.93706,5.05502,0.01524,0.94521,0.01501,0.02592,0.01281,2.03123,3.40779,0.0321,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802
6,80.7622,1.85081,4.76693,0.01454,0.94546,0.02463,0.04349,0.02303,1.86086,3.11256,0.03096,0.00142575,0.00047525,0.00142575,0.00047525,0.00142575,0.00047525,0.00142575,0.00047525
7,88.9559,1.79011,4.55748,0.01395,0.91412,0.04764,0.05732,0.02895,1.80622,2.97124,0.03087,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703
8,97.5291,1.76927,4.31509,0.0137,0.90931,0.05659,0.06136,0.03146,1.78708,2.87621,0.03039,0.00139605,0.00046535,0.00139605,0.00046535,0.00139605,0.00046535,0.00139605,0.00046535
9,105.853,1.70436,4.17405,0.01306,0.91298,0.06056,0.07136,0.03758,1.7467,2.7913,0.029,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604
10,113.948,1.67099,4.05339,0.01265,0.91711,0.06786,0.07824,0.04058,1.715,2.70146,0.02753,0.00136635,0.00045545,0.00136635,0.00045545,0.00136635,0.00045545,0.00136635,0.00045545
11,122.113,1.66,3.95684,0.01235,0.91782,0.06604,0.08703,0.04626,1.68249,2.66791,0.0274,0.0013515,0.0004505,0.0013515,0.0004505,0.0013515,0.0004505,0.0013515,0.0004505
12,130.516,1.62982,3.89257,0.01193,0.76237,0.11065,0.09664,0.04968,1.61181,2.63597,0.02481,0.00133665,0.00044555,0.00133665,0.00044555,0.00133665,0.00044555,0.00133665,0.00044555
13,138.798,1.62911,3.71285,0.01186,0.84008,0.08258,0.09903,0.05144,1.63077,2.59911,0.02469,0.0013218,0.0004406,0.0013218,0.0004406,0.0013218,0.0004406,0.0013218,0.0004406
14,147.121,1.596,3.6785,0.01142,0.68527,0.12977,0.10657,0.05133,1.69475,2.60181,0.02506,0.00130695,0.00043565,0.00130695,0.00043565,0.00130695,0.00043565,0.00130695,0.00043565
15,155.362,1.58066,3.58769,0.01112,0.68741,0.12774,0.11272,0.05819,1.61745,2.562,0.02388,0.0012921,0.0004307,0.0012921,0.0004307,0.0012921,0.0004307,0.0012921,0.0004307
16,164.104,1.57194,3.57076,0.01091,0.77852,0.12023,0.11298,0.05992,1.62696,2.53867,0.02291,0.00127725,0.00042575,0.00127725,0.00042575,0.00127725,0.00042575,0.00127725,0.00042575
17,172.394,1.55792,3.51939,0.01082,0.77645,0.11198,0.11112,0.05816,1.57173,2.50743,0.02264,0.0012624,0.0004208,0.0012624,0.0004208,0.0012624,0.0004208,0.0012624,0.0004208
18,180.978,1.55154,3.34486,0.011,0.7927,0.12069,0.11798,0.06101,1.57502,2.47517,0.02247,0.00124755,0.00041585,0.00124755,0.00041585,0.00124755,0.00041585,0.00124755,0.00041585
19,189.312,1.52945,3.3896,0.01045,0.71331,0.12566,0.122,0.06483,1.59977,2.5222,0.02226,0.0012327,0.0004109,0.0012327,0.0004109,0.0012327,0.0004109,0.0012327,0.0004109
20,197.619,1.51337,3.35569,0.00995,0.76891,0.11837,0.12129,0.06616,1.57204,2.46878,0.02167,0.00121785,0.00040595,0.00121785,0.00040595,0.00121785,0.00040595,0.00121785,0.00040595
21,205.792,1.54542,3.31878,0.01044,0.76432,0.13287,0.12188,0.0678,1.5686,2.47907,0.02152,0.001203,0.000401,0.001203,0.000401,0.001203,0.000401,0.001203,0.000401
22,214.125,1.50966,3.25933,0.00991,0.70973,0.13257,0.12156,0.06517,1.5896,2.48471,0.02233,0.00118815,0.00039605,0.00118815,0.00039605,0.00118815,0.00039605,0.00118815,0.00039605
23,222.518,1.50829,3.19882,0.01018,0.69652,0.1259,0.12259,0.06438,1.5788,2.48549,0.02117,0.0011733,0.0003911,0.0011733,0.0003911,0.0011733,0.0003911,0.0011733,0.0003911
24,230.964,1.5018,3.19469,0.00971,0.83013,0.13136,0.12263,0.06599,1.53584,2.48718,0.02021,0.00115845,0.00038615,0.00115845,0.00038615,0.00115845,0.00038615,0.00115845,0.00038615
25,239.211,1.50564,3.13509,0.00956,0.69853,0.12483,0.1235,0.06796,1.55264,2.47743,0.02093,0.0011436,0.0003812,0.0011436,0.0003812,0.0011436,0.0003812,0.0011436,0.0003812
26,247.706,1.50434,3.08348,0.01004,0.6429,0.12961,0.12624,0.06807,1.55975,2.43203,0.02039,0.00112875,0.00037625,0.00112875,0.00037625,0.00112875,0.00037625,0.00112875,0.00037625
27,256.487,1.49196,3.0846,0.00984,0.71082,0.12914,0.12437,0.06785,1.56881,2.41282,0.0203,0.0011139,0.0003713,0.0011139,0.0003713,0.0011139,0.0003713,0.0011139,0.0003713
28,265.194,1.49159,3.03589,0.00989,0.71238,0.1265,0.13139,0.07304,1.597,2.42136,0.02088,0.00109905,0.00036635,0.00109905,0.00036635,0.00109905,0.00036635,0.00109905,0.00036635
29,273.568,1.48404,3.00986,0.00935,0.71518,0.10939,0.12575,0.06894,1.61108,2.41437,0.02068,0.0010842,0.0003614,0.0010842,0.0003614,0.0010842,0.0003614,0.0010842,0.0003614
30,281.751,1.48194,2.96082,0.00958,0.64118,0.11734,0.12068,0.06702,1.54427,2.46257,0.02017,0.00106935,0.00035645,0.00106935,0.00035645,0.00106935,0.00035645,0.00106935,0.00035645
31,290.012,1.47939,2.96963,0.00958,0.59326,0.11173,0.13256,0.07264,1.58558,2.41683,0.02015,0.0010545,0.0003515,0.0010545,0.0003515,0.0010545,0.0003515,0.0010545,0.0003515
32,298.211,1.47561,2.95716,0.00962,0.57976,0.12361,0.1234,0.06737,1.54825,2.40998,0.01973,0.00103965,0.00034655,0.00103965,0.00034655,0.00103965,0.00034655,0.00103965,0.00034655
33,306.659,1.4773,2.86433,0.00934,0.55869,0.15136,0.12316,0.06784,1.55509,2.39986,0.01991,0.0010248,0.0003416,0.0010248,0.0003416,0.0010248,0.0003416,0.0010248,0.0003416
34,314.778,1.47495,2.89284,0.00979,0.57711,0.13173,0.13296,0.07174,1.53603,2.39407,0.01946,0.00100995,0.00033665,0.00100995,0.00033665,0.00100995,0.00033665,0.00100995,0.00033665
35,323.037,1.48276,2.80649,0.0093,0.50469,0.12681,0.12975,0.07241,1.55451,2.37646,0.01991,0.0009951,0.0003317,0.0009951,0.0003317,0.0009951,0.0003317,0.0009951,0.0003317
36,331.286,1.47694,2.76204,0.00963,0.43724,0.10703,0.13147,0.07191,1.63257,2.38448,0.01996,0.00098025,0.00032675,0.00098025,0.00032675,0.00098025,0.00032675,0.00098025,0.00032675
37,339.751,1.48555,2.83912,0.00961,0.60258,0.10719,0.14204,0.07589,1.53349,2.39679,0.01932,0.0009654,0.0003218,0.0009654,0.0003218,0.0009654,0.0003218,0.0009654,0.0003218
38,348.077,1.46221,2.77847,0.0093,0.40012,0.12233,0.13885,0.07466,1.59465,2.38138,0.01965,0.00095055,0.00031685,0.00095055,0.00031685,0.00095055,0.00031685,0.00095055,0.00031685
39,356.549,1.45212,2.82108,0.00904,0.45531,0.12438,0.13856,0.07232,1.5651,2.38022,0.01925,0.0009357,0.0003119,0.0009357,0.0003119,0.0009357,0.0003119,0.0009357,0.0003119
40,365.038,1.46611,2.68043,0.0093,0.68548,0.08536,0.14351,0.07549,1.54489,2.3373,0.01978,0.00092085,0.00030695,0.00092085,0.00030695,0.00092085,0.00030695,0.00092085,0.00030695
41,373.267,1.43876,2.68247,0.00892,0.6824,0.09188,0.14328,0.07481,1.61409,2.37259,0.01965,0.000906,0.000302,0.000906,0.000302,0.000906,0.000302,0.000906,0.000302
42,381.638,1.43772,2.67613,0.00906,0.53174,0.12063,0.14509,0.07426,1.6295,2.35607,0.02052,0.00089115,0.00029705,0.00089115,0.00029705,0.00089115,0.00029705,0.00089115,0.00029705
43,389.908,1.43974,2.656,0.00889,0.52691,0.10967,0.14282,0.07479,1.60587,2.33796,0.02013,0.0008763,0.0002921,0.0008763,0.0002921,0.0008763,0.0002921,0.0008763,0.0002921
44,397.935,1.45182,2.6417,0.00925,0.60173,0.10667,0.14385,0.07517,1.59404,2.32497,0.01959,0.00086145,0.00028715,0.00086145,0.00028715,0.00086145,0.00028715,0.00086145,0.00028715
45,405.934,1.44902,2.63387,0.00933,0.5445,0.12036,0.14639,0.07509,1.62673,2.37634,0.0192,0.0008466,0.0002822,0.0008466,0.0002822,0.0008466,0.0002822,0.0008466,0.0002822
