epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,40.4564,3.19669,5.28046,0.03123,0.00786,0.40018,0.01445,0.00554,2.89745,3.95721,0.05062,0.00174,0.00058,0.00174,0.00058,0.00174,0.00058,0.00174,0.00058
2,51.2825,2.24087,4.12949,0.01847,0.01373,0.69876,0.07405,0.02389,2.21736,3.52859,0.03225,0.00350495,0.00116832,0.00350495,0.00116832,0.00350495,0.00116832,0.00350495,0.00116832
3,59.5054,1.93806,3.53498,0.01557,0.17985,0.43375,0.16712,0.06824,1.95225,3.12216,0.03115,0.00523427,0.00174476,0.00523427,0.00174476,0.00523427,0.00174476,0.00523427,0.00174476
4,67.8078,1.76734,3.08596,0.01367,0.32945,0.39576,0.29912,0.13022,1.77217,2.61496,0.02868,0.0058218,0.0019406,0.0058218,0.0019406,0.0058218,0.0019406,0.0058218,0.0019406
5,75.5588,1.6722,2.75887,0.01243,0.3547,0.43905,0.34982,0.15491,1.7461,2.24644,0.02568,0.0057624,0.0019208,0.0057624,0.0019208,0.0057624,0.0019208,0.0057624,0.0019208
6,83.3789,1.61914,2.50642,0.01159,0.39844,0.49911,0.41981,0.19548,1.66878,2.00068,0.0235,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,91.0307,1.59073,2.34002,0.01098,0.43863,0.50883,0.45912,0.21485,1.67315,1.89777,0.02394,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,98.6697,1.57818,2.17604,0.01067,0.49453,0.52115,0.50317,0.23704,1.60896,1.83976,0.02116,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,106.611,1.53525,2.06009,0.01021,0.48582,0.52827,0.50371,0.22221,1.67454,1.82345,0.02179,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,114.398,1.52984,1.95805,0.00999,0.52362,0.5636,0.55168,0.25174,1.65897,1.76396,0.02121,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,122.249,1.54787,1.87137,0.00965,0.57973,0.59346,0.59907,0.28458,1.6289,1.65067,0.02149,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,130.088,1.5394,1.78332,0.00968,0.61331,0.59687,0.6259,0.29763,1.61613,1.61475,0.02008,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,138.06,1.54004,1.71977,0.00986,0.59142,0.60159,0.62182,0.28863,1.67411,1.58011,0.02203,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,146.066,1.52222,1.63428,0.0095,0.6582,0.59364,0.6533,0.27313,1.78804,1.54459,0.02134,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,153.843,1.51475,1.57754,0.00928,0.64563,0.61307,0.64353,0.27716,1.74311,1.5527,0.01987,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,161.596,1.51015,1.52414,0.00914,0.6949,0.64989,0.70787,0.33165,1.65427,1.40287,0.02009,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,169.401,1.51561,1.47823,0.00938,0.75153,0.66431,0.73889,0.35167,1.68876,1.32779,0.02006,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
