epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,40.7708,3.49818,4.7384,0.03703,0.00542,0.27562,0.01008,0.00304,3.34483,4.11822,0.066,0.00174,0.00058,0.00174,0.00058,0.00174,0.00058,0.00174,0.00058
2,51.2649,2.57108,3.8931,0.02331,0.01389,0.70671,0.09326,0.02757,2.35795,3.54613,0.03413,0.00350495,0.00116832,0.00350495,0.00116832,0.00350495,0.00116832,0.00350495,0.00116832
3,59.1656,2.09489,3.32897,0.01727,0.12715,0.56802,0.18289,0.06537,2.00029,3.11647,0.03238,0.00523427,0.00174476,0.00523427,0.00174476,0.00523427,0.00174476,0.00523427,0.00174476
4,67.128,1.90085,2.98856,0.01542,0.3163,0.35882,0.25469,0.10918,1.87167,2.66991,0.03187,0.0058218,0.0019406,0.0058218,0.0019406,0.0058218,0.0019406,0.0058218,0.0019406
5,75.2663,1.81306,2.69076,0.01451,0.34894,0.44316,0.34233,0.15409,1.75013,2.29348,0.02769,0.0057624,0.0019208,0.0057624,0.0019208,0.0057624,0.0019208,0.0057624,0.0019208
6,83.6073,1.74518,2.46348,0.01321,0.37245,0.48675,0.38987,0.18057,1.64126,2.0516,0.02329,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901,0.005703,0.001901
7,91.5677,1.71327,2.32418,0.01278,0.43708,0.52032,0.44409,0.22324,1.5783,1.93868,0.02273,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812,0.0056436,0.0018812
8,99.68,1.68372,2.19868,0.01215,0.47396,0.51678,0.50146,0.23296,1.60276,1.85647,0.02166,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614,0.0055842,0.0018614
9,108.297,1.65521,2.11963,0.01181,0.51566,0.56272,0.5468,0.26406,1.57193,1.80634,0.02087,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
10,117.187,1.66177,2.04726,0.01169,0.56115,0.58127,0.57168,0.27334,1.58268,1.74015,0.02137,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
11,126.086,1.64787,1.96286,0.01127,0.55706,0.58392,0.57793,0.26665,1.61728,1.76269,0.02125,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,134.525,1.69146,1.89734,0.01158,0.55165,0.62544,0.59589,0.27518,1.69814,1.59882,0.02102,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,142.816,1.65824,1.79526,0.01112,0.61477,0.62191,0.64549,0.30359,1.60653,1.56532,0.02,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,150.942,1.65269,1.7837,0.01149,0.66242,0.62367,0.67379,0.3074,1.63068,1.55075,0.02034,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,159.356,1.65768,1.73646,0.01132,0.63746,0.62191,0.65596,0.29381,1.70375,1.52068,0.022,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,167.963,1.6417,1.69514,0.01119,0.65334,0.64223,0.66718,0.31604,1.65627,1.48962,0.02115,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,176.655,1.6496,1.67474,0.01124,0.70049,0.64576,0.68583,0.31396,1.68066,1.44986,0.02026,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
18,185.095,1.6375,1.61601,0.01096,0.66504,0.64753,0.68921,0.32619,1.68004,1.38829,0.02095,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
19,193.375,1.63078,1.58803,0.01081,0.68023,0.64311,0.6756,0.30056,1.71485,1.4449,0.01996,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
20,201.489,1.61098,1.53919,0.01059,0.70629,0.68402,0.71032,0.32354,1.65056,1.41634,0.01927,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
21,209.996,1.63535,1.51487,0.01068,0.70622,0.67138,0.72122,0.32804,1.6659,1.38473,0.01944,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
22,218.352,1.6259,1.4992,0.01109,0.70207,0.69435,0.70583,0.31252,1.68712,1.41776,0.01993,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,226.614,1.61619,1.50976,0.01061,0.72529,0.68728,0.73023,0.32918,1.70902,1.3693,0.02094,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,234.615,1.61643,1.45887,0.01045,0.70715,0.68473,0.72339,0.3299,1.72561,1.30883,0.02247,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,242.725,1.61489,1.44764,0.01047,0.69065,0.68021,0.72373,0.34089,1.70795,1.2998,0.0203,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,251.264,1.60016,1.39686,0.01057,0.68209,0.72085,0.72928,0.34319,1.67149,1.34742,0.02023,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,259.794,1.60393,1.40832,0.01066,0.70388,0.72703,0.73351,0.31848,1.74692,1.3438,0.02011,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,267.815,1.60348,1.37769,0.01047,0.69638,0.69903,0.74207,0.34277,1.70539,1.29128,0.0205,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,276.368,1.58044,1.34535,0.01039,0.70853,0.66961,0.71739,0.30699,1.82053,1.36251,0.0215,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,284.422,1.59846,1.35031,0.01063,0.72215,0.71908,0.75086,0.34411,1.72274,1.26236,0.02047,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,292.312,1.57433,1.33263,0.0101,0.72685,0.6917,0.75417,0.34426,1.73712,1.28735,0.02011,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,300.473,1.5747,1.34318,0.01013,0.72373,0.69965,0.76024,0.34138,1.76429,1.28243,0.02187,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,308.506,1.58939,1.33776,0.01012,0.72919,0.67845,0.70764,0.29844,1.81731,1.37103,0.01971,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
