epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,55.5012,3.33732,26.6049,0.03308,0.00794,0.01697,0.00433,0.0009,2.94529,8.67889,0.05846,0.000497863,0.000165954,0.000497863,0.000165954,0.000497863,0.000165954,0.000497863,0.000165954
2,89.5287,2.46787,10.7921,0.02124,0.00389,0.1868,0.00933,0.00275,2.26834,4.27481,0.03713,0.000991277,0.000330426,0.000991277,0.000330426,0.000991277,0.000330426,0.000991277,0.000330426
3,120.824,2.10332,6.99548,0.01648,0.91142,0.02589,0.02258,0.00622,2.19942,3.5424,0.03533,0.00147809,0.000492697,0.00147809,0.000492697,0.00147809,0.000492697,0.00147809,0.000492697
4,152.247,1.98455,5.02262,0.01446,0.90505,0.05081,0.04423,0.01845,1.99107,3.33317,0.02822,0.0014703,0.0004901,0.0014703,0.0004901,0.0014703,0.0004901,0.0014703,0.0004901
5,183.22,1.86244,4.007,0.0122,0.85998,0.05891,0.07417,0.03268,1.90654,3.02453,0.02524,0.0014604,0.0004868,0.0014604,0.0004868,0.0014604,0.0004868,0.0014604,0.0004868
6,213.811,1.84639,3.2154,0.01176,0.81345,0.07493,0.09467,0.04411,1.91063,2.89979,0.02439,0.0014505,0.0004835,0.0014505,0.0004835,0.0014505,0.0004835,0.0014505,0.0004835
7,244.981,1.86334,2.8969,0.01184,0.64317,0.10662,0.097,0.04455,1.95057,2.7878,0.02366,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802
8,276.214,1.84962,2.70736,0.01177,0.55972,0.16789,0.13285,0.06534,1.88019,2.63992,0.02397,0.0014307,0.0004769,0.0014307,0.0004769,0.0014307,0.0004769,0.0014307,0.0004769
9,308.434,1.82885,2.48536,0.01069,0.54387,0.13534,0.1392,0.07048,1.8759,2.69664,0.02198,0.0014208,0.0004736,0.0014208,0.0004736,0.0014208,0.0004736,0.0014208,0.0004736
10,340.846,1.79781,2.34778,0.01115,0.52545,0.14267,0.16573,0.08392,1.86587,2.55889,0.02165,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703
