epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,38.1408,3.4911,6.83258,0.0316,0,0,0,0,4.05085,4.32525,0.08572,0.000435,0.000145,0.000435,0.000145,0.000435,0.000145,0.000435,0.000145
2,48.759,3.00497,6.29575,0.02522,0.03125,0.00025,0.01574,0.0063,2.62259,4.16837,0.04211,0.000879159,0.000293053,0.000879159,0.000293053,0.000879159,0.000293053,0.000879159,0.000293053
3,56.8307,2.50686,5.90333,0.01926,0.0075,0.06308,0.00707,0.00273,2.4574,4.02301,0.03652,0.00131738,0.000439126,0.00131738,0.000439126,0.00131738,0.000439126,0.00131738,0.000439126
4,65.7252,2.2143,5.483,0.01616,0.00476,0.21186,0.01081,0.00382,2.19905,3.64591,0.03128,0.0014703,0.0004901,0.0014703,0.0004901,0.0014703,0.0004901,0.0014703,0.0004901
5,74.5949,2.02038,5.05425,0.01426,0.00465,0.2505,0.01519,0.00563,2.31021,3.38655,0.03338,0.0014604,0.0004868,0.0014604,0.0004868,0.0014604,0.0004868,0.0014604,0.0004868
6,82.9608,2.00925,4.77751,0.01381,0.94881,0.01206,0.02746,0.01218,2.14371,3.3935,0.03402,0.0014505,0.0004835,0.0014505,0.0004835,0.0014505,0.0004835,0.0014505,0.0004835
7,91.2373,1.90768,4.54072,0.01302,0.91538,0.04021,0.04258,0.02029,1.98421,3.02731,0.03143,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802,0.0014406,0.0004802
8,99.4081,1.88705,4.29829,0.01267,0.91118,0.04786,0.04909,0.02632,1.96254,2.99293,0.02981,0.0014307,0.0004769,0.0014307,0.0004769,0.0014307,0.0004769,0.0014307,0.0004769
9,107.599,1.84322,4.18614,0.01235,0.91249,0.05703,0.06229,0.03447,1.86116,2.86086,0.02775,0.0014208,0.0004736,0.0014208,0.0004736,0.0014208,0.0004736,0.0014208,0.0004736
10,115.636,1.78815,4.08532,0.0118,0.91644,0.06051,0.06422,0.037,1.76313,2.77191,0.02602,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703,0.0014109,0.0004703
11,123.736,1.77155,3.99569,0.01184,0.92178,0.05966,0.08085,0.0473,1.8167,2.75788,0.0275,0.001401,0.000467,0.001401,0.000467,0.001401,0.000467,0.001401,0.000467
12,131.834,1.75431,3.8493,0.01129,0.80371,0.0823,0.08345,0.04871,1.76901,2.71948,0.02625,0.0013911,0.0004637,0.0013911,0.0004637,0.0013911,0.0004637,0.0013911,0.0004637
13,139.999,1.74361,3.69479,0.01094,0.72251,0.12958,0.08685,0.04991,1.76878,2.70765,0.02594,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604,0.0013812,0.0004604
14,148.192,1.71208,3.68352,0.01062,0.72159,0.10749,0.09862,0.04858,1.78317,2.72173,0.02478,0.0013713,0.0004571,0.0013713,0.0004571,0.0013713,0.0004571,0.0013713,0.0004571
